IDCliente,Genero,TerceraEdad,Casado,Dependientes,Meses,Telefono,LineasMultiples,Internet,Seguridad,BackUp,Proteccion,Soporte,StreamingTV,Peliculas,TipoContrato,FacturaElectronica,MetodoPago,UltimoCargo,TotalHistorico,Abandono
6599-SFQVE,0,1,0,0,6,1,0,1,0,0,0,0,0,1,0,1,3,55,340.4,0
8331-ZXFOE,0,1,0,0,58,1,1,1,1,1,1,1,0,0,1,1,2,71.1,4299.2,0
4003-FUSHP,1,1,0,0,19,1,0,1,0,0,0,1,1,0,0,1,2,61.6,1093.2,0
0356-ERHVT,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,1,45.9,521.9,0
7325-ENZFI,0,1,0,0,39,0,0,1,1,1,0,1,0,0,1,1,1,40.3,1630.4,0
4884-ZTHVF,0,0,0,0,8,1,0,2,0,1,0,0,1,0,0,1,3,87.1,713.6,0
3920-HIHMQ,0,1,0,1,26,1,1,1,0,0,0,0,0,0,0,1,4,49.5,1265.7,0
3055-OYMSE,0,0,0,0,53,1,0,2,0,1,0,0,0,0,0,1,2,73.8,4003.9,0
0613-WUXUM,0,1,1,1,70,1,0,0,0,0,0,0,0,0,2,1,4,19.2,1401.4,0
7568-PODML,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,4,45.3,45.3,1
4458-KVRBJ,1,1,0,0,59,1,1,0,0,0,0,0,0,0,2,0,4,25,1510.5,0
5349-IECLD,1,1,0,0,2,1,0,2,0,0,1,0,1,1,0,0,3,95,178.1,1
1397-XKKWR,1,1,0,0,7,0,0,1,1,0,1,0,0,0,1,0,4,35.3,264.8,0
3945-GFWQL,0,1,0,1,12,1,0,1,0,0,0,0,0,0,0,1,3,44.6,480.6,1
8097-OMULG,1,1,1,1,59,1,0,1,0,1,1,1,1,1,1,0,2,76.8,4541.9,0
6013-BHCAW,1,1,1,1,61,1,1,1,0,0,1,1,1,1,2,1,1,81,4976.2,0
0401-WDBXM,1,1,1,1,72,1,1,2,1,0,1,0,1,1,2,1,1,105.6,7542.3,0
3387-PLKUI,0,1,1,1,13,1,0,0,0,0,0,0,0,0,0,0,4,18.8,251.3,0
6096-EGVTU,0,1,1,1,64,1,1,0,0,0,0,0,0,0,1,0,4,24.9,1595.5,0
3797-VTIDR,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,23.5,23.5,1
5081-NWSUP,0,1,0,0,10,1,0,1,0,1,0,1,0,1,1,0,4,64.9,685.6,0
2580-ATZSQ,0,1,1,1,65,1,0,1,1,1,1,0,0,0,1,0,1,61.4,3874.1,0
8085-MSNLK,0,1,1,0,62,1,1,2,1,1,1,1,1,1,2,0,4,114,6891.4,0
9691-HKOVS,0,1,1,0,55,1,1,1,1,1,1,1,1,1,1,1,3,90.2,4917,0
9881-VCZEP,0,1,1,0,25,1,1,1,0,1,0,0,0,0,0,0,3,54.1,1373,0
9526-BIHHD,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,29.7,29.7,1
8757-TFHHJ,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,49.8,49.8,0
4523-WXCEF,0,1,1,0,59,1,1,2,0,1,0,0,1,1,0,0,3,101.1,6039.9,1
1468-DEFNC,1,0,1,1,64,1,1,0,0,0,0,0,0,0,2,1,1,24.4,1548.7,0
5119-KEPFY,1,1,1,0,36,1,1,2,0,0,0,0,1,1,0,1,1,95,3440.3,0
8364-TRMMK,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1,4,50.7,151.3,1
0916-KNFAJ,1,1,1,0,61,1,1,1,1,0,1,0,0,1,2,1,4,69.9,4226.7,0
8319-QBEHW,1,1,0,1,26,0,0,1,0,1,0,0,1,0,1,1,1,40,1023.8,0
3063-QFSZL,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,3,55.4,55.4,1
8775-LHDJH,0,0,1,0,1,1,1,2,0,1,0,0,1,0,0,1,3,90.6,90.6,1
9625-QNLUX,1,1,1,1,68,1,0,2,1,1,1,0,1,1,2,1,2,103.3,7074.4,0
3097-NQYSN,1,0,1,0,2,1,1,2,0,0,0,0,1,0,0,1,4,86.9,156.4,1
4024-CSNBY,0,1,1,0,72,1,1,2,1,1,1,1,0,0,2,1,1,94.3,6849.8,0
7110-BDTWG,0,1,1,0,71,0,0,1,0,0,1,1,0,1,2,1,3,47.1,3263.6,0
7493-GVFIO,1,1,0,0,57,1,0,0,0,0,0,0,0,0,2,0,2,20.6,1252.9,0
0690-SRQID,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,4,19.7,67.6,0
9605-WGJVW,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,70.2,70.2,0
9114-DPSIA,1,1,1,1,72,1,1,1,1,1,1,1,0,1,2,0,2,81,5750,0
4700-UBQMV,1,1,1,1,21,1,1,1,1,0,0,0,1,1,1,1,1,75.9,1549.8,0
7711-GQBZC,0,1,1,1,71,1,1,0,0,0,0,0,0,0,2,0,1,24.7,1810.6,0
3565-UNOCC,0,0,1,0,29,1,1,2,0,0,1,0,1,1,0,1,1,99.1,2952.9,1
4627-MIHJH,0,0,0,0,69,1,1,2,1,0,1,1,1,1,2,0,2,110.3,7467.6,0
9795-NREXC,0,1,1,0,64,1,1,1,1,0,1,1,1,1,2,1,2,85,5484.4,0
8573-CGOCC,1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,2,19.8,294.9,0
7356-AYNJP,0,1,0,0,4,1,1,0,0,0,0,0,0,0,1,0,3,23.9,97.5,0
9249-FXSCK,0,1,0,0,52,1,1,2,1,1,0,1,1,1,1,1,2,111.3,5916.5,1
5493-SDRDQ,1,1,0,0,2,1,0,1,1,0,1,0,0,0,0,1,4,55.1,113.4,1
6286-SUUWT,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,20,20,0
4819-HJPIW,1,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,4,25.2,476.8,0
8654-DHAOW,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,4,54.2,101.7,0
5438-QMDDL,0,1,1,0,19,1,0,1,0,1,0,0,0,1,0,1,4,59.8,1130.9,0
9812-GHVRI,0,1,0,0,40,1,1,2,0,0,0,0,0,1,0,0,1,83.9,3532.3,0
5553-AOINX,0,0,1,1,66,1,1,2,0,1,1,0,1,1,1,1,3,104.9,6891.5,0
1228-ZLNBX,1,1,0,0,21,1,1,2,0,0,0,0,0,0,0,0,4,75.3,1570.7,0
4226-KKDON,1,1,0,0,8,1,0,1,0,1,0,1,1,0,0,1,3,66.7,521,0
3831-YCPUO,0,1,1,1,72,1,0,2,1,1,1,1,1,1,2,1,2,109.5,7854.9,0
7445-WMRBW,0,1,0,0,48,1,1,1,0,1,1,1,1,0,1,1,1,73.9,3581.4,0
3308-DGHKL,1,1,0,0,69,1,0,0,0,0,0,0,0,0,2,1,1,19.3,1447.9,0
9924-JPRMC,1,1,0,0,72,1,1,2,1,1,1,1,1,1,2,1,3,118.2,8547.2,0
0080-EMYVY,0,1,0,0,14,1,0,1,0,1,0,0,0,0,1,0,2,51.5,727.9,0
6218-KNUBD,1,1,0,0,6,1,0,1,0,1,0,0,1,0,0,0,3,59.5,357.6,0
7337-CINUD,0,1,1,1,8,1,0,0,0,0,0,0,0,0,2,0,1,19.5,159.4,0
7609-NRNCA,0,1,0,0,17,1,0,0,0,0,0,0,0,0,1,0,4,19.6,280.9,0
0623-EJQEG,1,1,0,0,65,1,1,2,1,0,0,1,0,1,1,0,3,93.6,6069.3,0
7153-CHRBV,0,1,1,1,57,1,0,1,1,0,1,1,0,0,1,1,4,59.3,3274.4,0
0871-URUWO,1,1,1,0,13,1,1,2,0,0,1,0,1,1,0,1,2,102.3,1359,1
9190-MFJLN,1,0,0,0,19,1,0,2,0,0,1,0,1,1,0,1,2,95.9,1777.9,1
6198-PNNSZ,0,1,1,0,56,1,1,2,1,1,1,0,1,1,1,0,1,109.8,6109.7,0
3317-VLGQT,0,1,1,0,14,1,0,2,0,0,0,0,0,1,0,1,3,78.1,1122.4,0
4132-POCZS,1,1,1,0,52,0,0,1,1,0,0,0,0,1,0,1,3,39.9,2020.9,0
5614-DNZCE,0,1,0,0,58,1,0,1,1,1,1,1,0,0,2,1,2,64.9,3795.5,0
1095-JUDTC,0,0,0,0,47,1,1,2,0,1,0,1,1,0,0,1,3,95.1,4504.6,1
3896-RCYYE,0,1,0,0,67,0,0,1,0,0,1,1,1,1,0,1,2,53.4,3579.2,0
9638-JIQYA,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,24.9,49.7,0
3258-SANFR,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,2,44.7,276.5,0
3726-TBHQT,1,1,1,1,71,1,1,2,1,1,1,1,1,1,2,1,1,114,8175.9,0
3190-ITQXP,0,1,1,1,46,1,0,0,0,0,0,0,0,0,2,0,1,20.3,890.4,0
0870-VEMYL,0,1,0,0,5,1,0,1,1,0,0,1,0,0,0,0,2,53.9,259.8,1
4833-QTJNO,1,0,1,0,67,1,1,2,1,1,0,0,0,0,0,0,1,83.9,5588.8,0
3039-MJSLN,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,20.2,50.6,0
0178-CIIKR,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,20,58,0
5385-SUIRI,1,0,1,0,52,1,1,2,1,0,1,0,1,1,0,1,3,104.2,5568.4,1
3982-XWFZQ,0,1,1,0,42,1,1,1,0,0,0,0,0,0,0,1,3,50.3,2203.7,1
5774-QPLTF,1,1,1,1,50,1,0,0,0,0,0,0,0,0,1,1,4,20.4,939,0
2322-VCZHZ,1,0,1,0,23,1,0,2,1,1,0,0,0,1,0,1,3,90,2024.1,0
5010-IPEAQ,0,1,1,1,67,0,0,1,1,1,1,1,1,0,2,0,2,54.2,3624,0
4009-ALQFH,0,1,0,0,25,1,0,2,0,1,1,0,1,1,0,1,3,99.5,2369.1,1
6383-ZTSIW,0,0,1,0,39,1,0,2,1,1,0,0,1,1,1,0,4,99.1,3878,0
8990-YOZLV,0,1,0,0,69,1,1,1,1,1,0,1,0,0,2,1,4,66.9,4577.9,0
3069-SSVSN,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,25.9,25.9,0
5222-IMUKT,1,1,0,0,32,1,0,2,0,0,0,0,1,1,0,0,3,91.1,2871.5,0
3627-FCRDW,0,1,0,0,9,1,0,2,0,0,0,0,0,0,0,0,3,71,672.6,1
7562-GSUHK,0,1,0,0,16,1,0,2,0,1,1,0,0,1,0,1,2,93.2,1573.7,1
6685-XSHHU,1,1,1,1,60,1,0,0,0,0,0,0,0,0,2,1,1,21,1270.6,0
8901-UPRHR,0,1,1,1,72,1,1,2,0,1,1,1,1,1,2,1,1,109.2,7711.5,0
4903-UYAVB,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,4,19.4,126.1,1
0118-JPNOY,0,0,0,0,26,1,0,2,1,0,0,0,1,0,0,1,2,85.8,2193.7,0
6776-TLWOI,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,19.9,64.6,1
3845-FXCYS,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,19.7,31.2,0
5857-XRECV,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,20.5,38.3,0
0725-CXOTM,0,1,0,0,36,1,1,1,1,0,1,1,1,1,1,1,2,89.7,3348.1,0
4343-EJVQB,1,1,0,0,7,1,0,2,1,0,0,0,0,0,0,0,4,74.4,533.6,0
9000-PLFUZ,0,0,1,0,60,0,0,1,0,1,0,0,1,1,2,1,2,49.5,2907.6,0
3427-GGZZI,0,1,1,0,19,1,1,2,0,1,0,0,0,1,0,1,3,89.1,1620.8,0
7779-ORAEL,1,0,1,0,45,1,1,1,1,0,1,1,0,1,2,0,2,75.2,3480.4,0
0644-OQMDK,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,3,70.7,293.9,0
4077-CROMM,0,1,1,1,31,1,1,2,0,0,1,1,1,1,0,1,3,104.2,3243.5,1
3154-CFSZG,1,1,1,1,47,1,0,2,1,0,1,0,0,1,0,0,3,90.1,4137.2,0
2868-MZAGQ,1,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,3,79.3,79.3,1
4847-QNOKA,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,44.9,44.9,1
2220-IAHLS,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,19.4,19.4,0
1658-XUHBX,0,0,1,1,59,1,1,2,0,0,1,0,0,1,0,1,2,88.8,5348.7,0
6379-RXJRQ,1,1,1,0,10,1,0,2,0,0,0,0,0,0,0,1,3,70.1,659.7,1
2378-HTWFW,1,0,0,0,35,1,1,2,1,0,0,0,0,1,0,0,2,91,3180.5,0
8650-RHRKE,1,1,0,0,4,0,0,1,0,0,1,0,0,0,0,1,3,29.7,118.5,1
4377-VDHYI,1,1,1,1,32,1,0,2,1,1,0,0,0,1,1,1,3,90.8,3023.9,0
0475-RIJEP,1,1,0,0,43,1,1,2,0,1,0,0,0,0,0,1,3,77.9,3365.9,1
1260-TTRXI,1,1,0,0,4,1,0,1,0,0,0,0,0,1,0,0,3,54.3,195.3,1
3719-TDVQB,0,0,1,0,54,1,0,0,0,0,0,0,0,0,2,1,4,19,1031.1,0
6328-ZPBGN,0,0,0,0,11,1,1,2,0,0,0,0,1,1,0,1,1,95.2,997.7,1
0201-MIBOL,0,0,0,0,66,1,1,2,1,0,0,0,1,1,2,1,1,102.4,6471.9,0
4937-QPZPO,1,1,1,1,61,1,1,2,0,0,1,0,1,1,1,1,3,99.9,6241.4,0
2925-VDZHY,1,1,1,1,72,1,1,1,1,1,1,1,1,1,2,0,2,88.7,6501.4,0
6981-TDRFT,1,1,1,1,44,0,0,1,0,0,1,1,1,1,1,1,3,54.3,2317.1,0
3413-CSSTH,1,1,0,0,41,1,1,1,0,0,1,0,0,0,0,1,1,55.7,2237.6,0
8033-VCZGH,1,1,1,0,50,1,1,2,1,0,1,0,1,1,1,1,3,104,5231.3,0
4789-KWMXN,1,1,1,0,47,1,1,2,1,0,1,1,1,1,1,1,2,110.9,5275.8,1
0224-NIJLP,1,1,1,1,8,1,0,0,0,0,0,0,0,0,2,0,4,20.2,165.5,0
7542-CYDDM,1,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,4,20.1,358.5,0
4718-WXBGI,1,1,1,1,72,1,1,1,1,1,1,1,1,1,2,1,2,92,6614.9,0
2867-UIMSS,1,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,3,80.5,80.5,1
8495-PRWFH,0,0,0,0,42,1,1,1,0,0,1,0,0,0,0,0,3,55.7,2421.8,0
0439-IFYUN,0,0,0,0,18,1,0,2,0,1,0,0,0,0,0,1,3,74.7,1294.6,0
5716-LIBJC,0,1,0,1,13,1,1,2,0,1,1,0,1,1,1,1,2,104.2,1299.1,0
2868-LLSKM,0,1,1,1,68,1,1,2,0,1,0,1,0,0,1,1,1,83.7,5733.4,0
8111-RKSPX,1,1,0,0,4,1,1,2,0,0,0,0,0,0,0,1,1,72.2,305.6,1
2988-QRAJY,1,1,0,0,69,1,1,2,1,1,1,0,1,1,2,1,2,110.1,7430.8,0
1585-MQSSU,1,1,0,0,17,1,0,1,0,0,0,1,0,0,0,0,4,51.5,900.5,1
0071-NDAFP,1,1,1,1,25,1,1,0,0,0,0,0,0,0,2,0,2,25.5,630.6,0
2856-NNASM,1,0,0,0,43,1,0,2,0,0,0,0,1,1,0,1,4,89.6,3856.8,1
7328-ZJAJO,0,1,1,1,59,1,0,0,0,0,0,0,0,0,2,0,2,19.5,1222.7,0
6458-CYIDZ,0,0,0,0,5,1,0,2,1,1,0,0,0,0,0,0,3,80.7,374.8,0
8559-CIZFV,1,1,1,1,21,1,1,1,1,1,0,1,1,0,1,0,4,77.5,1625,1
1090-PYKCI,0,1,1,1,69,1,1,2,1,1,1,1,1,0,1,1,2,105.1,7234.8,0
3058-WQDRE,1,1,0,0,13,0,0,1,0,0,0,0,0,0,0,1,1,25.2,331.9,0
7547-EKNFS,1,1,1,0,42,1,1,2,0,1,1,0,1,0,0,1,1,95.3,3959.4,1
2279-AXJJK,1,1,1,0,52,1,1,2,0,1,0,1,0,1,0,1,2,95.7,5088.4,0
6769-DYBQN,1,0,0,0,46,1,0,2,1,0,0,0,0,1,0,0,3,85,3969.4,1
0909-SELIE,1,1,1,0,61,1,1,1,1,1,1,1,0,1,2,1,1,80.8,4860.9,0
3417-TSCIC,1,1,0,0,29,0,0,1,0,0,0,0,0,0,1,1,4,24.9,788.1,0
1042-HFUCW,0,1,0,1,25,1,0,1,0,1,0,1,0,0,1,1,2,54.8,1266.4,0
4439-JMPMT,0,1,1,1,5,1,0,2,0,0,0,1,1,0,0,1,3,85.8,471,1
6537-OTKMY,1,1,0,0,15,0,0,1,0,0,1,0,1,1,1,0,3,50.8,688.2,0
8999-EXMNO,0,1,1,1,19,1,0,0,0,0,0,0,0,0,2,0,4,20.2,387.7,0
6725-TPKJO,1,1,0,0,44,1,0,0,0,0,0,0,0,0,2,0,4,20.1,845.3,0
2446-BEGGB,0,0,0,0,6,1,1,2,0,1,0,0,1,1,0,1,3,98.3,560.6,1
7162-WPHPM,1,1,1,1,58,1,1,1,1,1,1,1,0,0,2,0,2,71.6,4230.3,0
1599-MMYRQ,1,1,1,1,62,1,0,2,1,1,0,0,0,0,1,1,2,81.5,4983.1,0
8821-KVZKQ,0,1,1,1,70,0,0,1,0,1,1,1,1,1,1,1,1,58.4,4113.2,0
1496-GGSUK,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,25.7,25.7,1
6434-TTGJP,1,1,1,1,10,0,0,1,1,1,1,1,0,1,2,0,2,53.7,521,0
0042-JVWOJ,1,1,0,0,26,1,0,0,0,0,0,0,0,0,1,1,1,19.6,471.9,0
0130-SXOUN,1,1,0,0,66,1,1,2,0,1,0,0,0,1,0,0,2,89.4,5976.9,0
2575-GFSOE,0,1,1,1,7,1,0,2,0,0,0,0,0,0,0,1,3,69,506.9,1
2330-PQGDQ,1,1,1,1,51,1,1,2,0,1,0,1,0,0,1,0,1,84.2,4299.8,0
1452-UZOSF,1,1,1,1,72,1,1,2,1,1,1,1,1,0,2,1,2,106.1,7548.6,0
2097-YVPKN,1,1,0,0,65,1,1,0,0,0,0,0,0,0,2,0,4,25.8,1654.8,0
2842-JTCCU,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,46.1,80.4,1
8597-CTXVJ,1,1,0,1,70,1,1,1,1,1,0,1,0,0,1,0,1,65,4551.5,0
6631-HMANX,1,1,1,0,72,1,1,1,0,1,1,1,1,1,2,1,2,85.5,6227.5,0
9962-BFPDU,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,20.1,20.1,0
3296-SILRA,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,1,4,76.4,76.4,1
9681-OXGVC,0,1,0,0,5,1,1,2,0,0,1,0,1,1,0,1,3,100.5,514,1
6394-HHHZM,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,20.7,57.5,0
5995-LFTLE,1,1,0,0,58,1,1,0,0,0,0,0,0,0,2,1,2,25.3,1474.4,0
5180-UCIIQ,1,0,1,1,22,0,0,1,1,0,0,0,0,1,0,0,4,40.1,880.2,1
1932-UEDCX,1,0,1,0,33,1,1,2,0,1,0,0,1,1,0,1,1,100.6,3270.3,0
7153-OANIO,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,70,70,1
5188-HGMLP,1,0,1,0,54,1,1,2,0,0,0,0,0,0,0,0,1,74,3919.2,0
0665-XHDJU,1,1,1,0,72,1,1,2,0,1,0,0,1,1,2,1,3,99.4,7285.7,0
6521-YYTYI,1,1,0,1,1,1,1,2,0,0,0,0,1,1,0,1,3,93.3,93.3,1
8878-HMWBV,1,1,0,0,3,1,0,1,0,0,1,0,0,0,0,1,3,49.2,169.1,1
8265-HKSOW,0,1,1,1,72,1,1,2,1,1,1,1,0,1,2,0,2,107.5,7658.3,0
3544-FBCAS,0,1,1,1,72,1,1,1,1,1,1,0,1,1,2,1,2,83.6,5959.3,0
5331-RGMTT,1,0,1,0,54,1,1,2,0,0,1,0,1,1,0,1,2,99.1,5295.7,0
4759-PXTAN,0,1,1,0,59,1,1,1,0,1,0,1,1,1,1,1,3,80.1,4693.2,0
7054-DMVAS,1,1,0,0,54,1,0,1,1,1,0,0,1,0,2,1,1,65.3,3512.9,0
3428-MMGUB,1,1,0,0,60,1,1,2,0,0,1,0,1,0,2,1,3,89.6,5231.2,0
6549-BTYPG,0,1,1,0,60,0,0,1,0,1,1,1,1,1,2,0,2,60.8,3603.5,0
7823-JSOAG,1,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,3,74.5,217.5,0
3705-RHRFR,0,1,1,0,69,1,1,2,1,0,0,0,1,1,2,0,1,99.2,6875.4,0
9374-YOLBJ,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,19.3,19.3,0
9074-KGVOX,1,1,1,1,50,0,0,1,1,0,0,0,1,0,0,1,2,39.5,2021.4,0
6128-DAFVY,0,1,0,0,56,0,0,1,0,0,0,0,1,1,0,1,2,44.9,2565,0
9933-QRGTX,0,1,1,0,60,1,0,2,1,0,0,1,1,1,2,1,3,97.2,5611.8,0
4476-OSWTN,1,0,1,0,69,1,1,2,1,0,1,1,1,1,1,1,4,110.6,7610.1,0
3751-KTZEL,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,35.1,35.1,1
1977-STDKI,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,3,73,73,1
5066-GFJMM,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,4,19.9,45.8,0
2661-GKBTK,1,1,1,1,60,1,0,1,0,1,0,1,1,1,2,0,1,77,4544,0
0458-HEUZG,0,1,0,0,13,0,0,1,0,0,1,1,0,0,2,0,4,35.4,450.4,0
7268-WNTCP,1,1,1,1,62,1,0,0,0,0,0,0,0,0,2,0,1,20.5,1297.4,0
0824-VWDPO,0,1,0,0,45,1,1,2,1,1,0,0,0,1,1,0,1,96.8,4442.8,0
8409-WQJUX,0,1,0,0,25,0,0,1,0,0,1,1,1,1,1,0,3,54.2,1423.2,0
2578-JQPHZ,1,1,0,0,44,1,0,2,0,0,1,1,1,1,2,0,1,100.1,4378.4,0
3278-FSIXX,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,4,45.3,74.2,0
5813-UECBU,1,0,0,0,33,1,1,2,0,1,1,0,0,0,0,1,2,83.9,2716.3,1
0328-GRPMV,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,70.1,70.1,1
9746-UGFAC,0,1,0,0,22,1,0,0,0,0,0,0,0,0,1,0,1,20.9,450.7,0
2946-KIQSP,0,1,0,0,35,0,0,1,0,0,1,1,0,0,0,1,4,33.5,1175.9,0
0625-AFOHS,0,1,1,1,29,1,0,0,0,0,0,0,0,0,2,0,4,20.2,558.8,0
6726-WEXXK,1,0,1,0,27,1,1,2,1,0,1,0,0,0,1,1,3,85.9,2220.1,0
4636-OLWOE,1,1,0,1,54,1,0,1,0,1,1,1,0,0,1,1,3,61,3283.1,0
4342-HENTK,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,3,70.7,142.4,1
4685-ERGHK,1,1,0,0,57,1,1,2,0,0,0,0,1,0,1,1,3,86.9,4939.3,0
0885-HMGPY,1,1,0,0,62,1,1,1,1,1,1,1,0,0,2,0,1,69.4,4237.5,0
5003-OKNNK,0,1,1,1,15,1,0,0,0,0,0,0,0,0,1,0,2,20.4,336,0
4195-SMMNX,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,20.4,33.2,1
7208-PSIHR,0,1,1,0,70,1,1,2,0,0,1,1,1,1,2,1,1,104.3,7188.5,0
4012-ZTHBR,0,1,1,1,21,1,0,1,0,0,0,0,0,0,0,1,3,45,926.3,0
0489-WMEMG,0,1,0,1,23,1,0,1,0,0,0,1,0,0,1,1,3,49.5,1119.4,0
7435-ZNUYY,1,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,4,20.6,116.6,0
1354-YZFNB,1,1,1,1,4,1,0,0,0,0,0,0,0,0,2,0,2,19.6,68.8,0
6956-SMUCM,0,1,0,0,3,1,0,2,1,0,1,0,1,1,0,1,2,99,287.4,1
2985-FMWYF,0,1,0,0,23,1,1,2,0,0,0,0,1,1,0,1,3,93.5,2341.6,0
2812-ENYMO,1,1,0,0,26,0,0,1,1,0,0,1,1,1,1,0,2,54.6,1362.9,0
2717-HVIZY,0,1,0,1,8,1,0,0,0,0,0,0,0,0,0,0,4,20.1,163.6,0
3223-WZWJM,1,1,0,0,26,1,1,2,0,0,0,0,0,1,0,1,3,84,2254.2,1
3422-GALYP,1,1,0,0,2,1,1,2,0,1,0,0,0,0,0,1,3,79.5,145.2,0
9053-JZFKV,1,1,0,0,67,1,1,2,1,1,1,1,1,1,2,0,2,116.2,7752.3,1
2530-ENDWQ,0,1,1,0,71,1,1,2,0,0,0,0,1,1,2,1,1,93.7,6585.4,1
2890-WFBHU,0,1,0,0,59,1,1,1,1,1,1,1,0,1,1,0,2,79.9,4786.1,0
0327-WFZSY,1,1,1,1,39,1,1,2,0,0,1,0,1,1,1,0,3,100,3835.6,0
7977-HXJKU,1,1,0,1,21,1,0,0,0,0,0,0,0,0,2,0,4,19.6,397,0
6615-ZGEDR,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,19.7,19.7,1
7033-CLAMM,0,1,1,1,48,1,0,0,0,0,0,0,0,0,2,0,1,20.2,1027.3,0
4023-RTIQM,0,0,1,0,31,0,0,1,1,1,1,0,0,1,1,1,2,50.4,1580.1,0
0864-FVJNJ,0,1,1,1,64,1,1,2,1,1,1,1,1,1,1,0,3,113.4,7222.8,0
7356-IWLFW,1,1,1,1,46,1,1,2,0,1,0,0,0,0,0,1,1,80,3769.7,0
9541-PWTWO,0,1,0,0,52,1,1,1,0,0,1,1,1,1,2,1,1,81,4234,0
3967-VQOGC,0,1,1,1,67,1,1,0,0,0,0,0,0,0,2,1,4,24.9,1680.3,0
7872-RDDLZ,0,0,0,0,67,1,1,1,0,1,0,0,0,0,0,0,3,54.9,3725.5,0
9250-WYPLL,0,1,0,0,5,1,1,2,0,0,0,0,0,0,0,0,3,75.6,413.7,1
6308-CQRBU,0,1,1,0,71,1,1,2,0,1,1,1,1,1,2,0,3,109.3,7707.7,0
2754-XBHTB,0,1,0,0,9,1,0,2,0,0,0,0,1,0,0,1,1,77.7,714.2,1
1597-LHYNC,0,0,0,0,26,1,1,2,1,1,0,0,0,1,0,1,3,95,2497.2,1
0186-CAERR,1,1,0,0,71,1,1,2,1,1,1,1,1,1,1,1,1,116.3,8309.6,0
3043-SUDUA,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,19.9,601.6,0
5442-BHQNG,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,70.4,139.3,0
2169-RRLFW,0,1,1,0,71,1,1,0,0,0,0,0,0,0,2,0,2,25.6,1888.3,0
5872-OEQNH,0,1,0,0,60,0,0,1,1,0,1,0,0,1,1,1,3,44.5,2773.9,0
3162-KKZXO,0,0,0,0,55,1,1,2,0,0,1,0,1,1,1,1,3,100.2,5409.8,0
7055-VKGDA,1,1,0,0,54,1,0,2,1,1,0,1,1,1,1,1,2,105.4,5643.4,1
0754-UKWQP,1,1,0,0,2,1,0,2,0,0,1,0,1,1,0,1,3,95.9,197.7,1
8873-GLDMH,0,1,0,0,6,1,1,2,0,0,0,0,0,0,0,1,4,73.9,401.3,0
